"Organization - ID","Organization - Name","Organization - Labels","Organization - Open deals","Organization - Activities to do","Organization - Industry","Organization - Odoo Status","Organization - Website ","Organization - Website","Organization - Address","Organization - Region of Address","Organization - State/county of Address","Organization - Owner","Organization - People"
"223","XS Distribution Ltd","Prospect","0","1","ITAD","SLM","","","Wiltshire","Wiltshire","England","Daniel Ainsworth","1"
"224","XUM Enterprise","Prospect","0","1","ITAD","SLM","","","Manchester","Greater Manchester","England","Daniel Ainsworth","2"
"225","Zixtel Ltd","Customer","0","0","ITAD","","","","Wetherby","West Yorkshire","England","Daniel Ainsworth","0"
"286","GC Business Growth Hub","Incorrect Profile","0","0","","","","","","","","Daniel Ainsworth","6"
"294","Inventory Management Europe (IM Europe)","Customer","1","1","ITAD","","imeurope.co.uk","","Witney","Oxfordshire","England","Daniel Ainsworth","6"
"297","JBC Computing","","0","0","ITAD","","jbccomputing.co.uk","","Essex","Essex","England","Daniel Ainsworth","1"
"300","Matt Temple Consulting","Incorrect Profile","0","0","","","","","","","","Daniel Ainsworth","1"
"307","Flux IT Hardware Ltd","Customer","0","0","ITAD","SLM","","","Thornwood, Essex","","","Daniel Ainsworth","3"
"313","Test","Incorrect Profile","0","0","","","","","","","","Daniel Ainsworth","2"
"314","Hewlett-Packard Financial Services","Warm lead","1","0","","","","","","","","Daniel Ainsworth","2"
"315","Certus Software","","0","0","","","","","","","","Lasse Schriver Nielsen","5"
"316","Camelott","Incorrect Profile","0","0","","","","","","","","Daniel Ainsworth","1"
"317","Nuvoteq","Incorrect Profile","0","0","","","","","","","","Daniel Ainsworth","1"
"318","ANS Group","Prospect","0","0","","","","","","","","Daniel Ainsworth","1"
"319","Concept Technologies Ltd","Prospect","0","1","ITAD","","https://www.conceptt.co.uk","","Hafley court, Buckley road, OL12 9DJ Rochdale, Greater Manchester, United Kingdom","Greater Manchester","England","Daniel Ainsworth","1"
"320","Computacenter - RDC","Prospect","0","1","","","","","","","","Daniel Ainsworth","1"
"321","XMA","Prospect","0","1","IT Service Provider","","","","","","","Daniel Ainsworth","1"
"322","Arc Systems","Hot lead","0","0","","","","","","","","Daniel Ainsworth","1"
"323","NCM Auctions","Warm lead","0","0","","","","","","","","Daniel Ainsworth","1"
"324","Arrow ECS","Prospect","0","0","","","","","","","","Daniel Ainsworth","1"
"325","Bell Integration","Hot lead","1","0","","","","","","","","Daniel Ainsworth","5"
"326","Blue Source","Prospect","0","0","IT Service Provider","","https://www.bluesource.co.uk/","","","","","Daniel Ainsworth","2"
"327","Climb Chanel Solutions UK","Prospect","0","0","IT Service Provider","","https://www.climbcs.co.uk/","","","","","Daniel Ainsworth","1"
"328","Constor Solutions","Prospect","0","0","Data Centre","","https://constor.co.uk/","","","","","Daniel Ainsworth","1"
"329","Netprotocol ltd","Prospect","0","0","IT Service Provider","","https://www.netprotocol.net/services","","","","","Daniel Ainsworth","1"
"330","Primenet","Prospect","0","0","IT Service Provider","","https://www.primenetuk.com/","","","","","Daniel Ainsworth","1"
"331","Pugh Computers Ltd","Prospect","0","0","IT Service Provider","","https://www.pugh.co.uk/","","","","","Daniel Ainsworth","1"
"332","Inrego AB","Warm lead","0","0","ITAD","","","","","","","Daniel Ainsworth","2"
"333","Sapphire","Prospect","0","0","IT Service Provider","","https://www.sapphire.net/","","","","","Daniel Ainsworth","0"
"334","SCC","Prospect","0","0","IT Service Provider","","https://www.scc.com/","","","","","Daniel Ainsworth","6"
"335","Vanquish Tech","Prospect","0","0","IT Service Provider","","https://vanquish-tech.com/","","","","","Daniel Ainsworth","2"
"336","Wastecare","Prospect","0","0","ITAD","","https://www.wastecare.co.uk/","","","","","Daniel Ainsworth","9"
"337","A & L H Environmental Services Limited","Use another supplier","0","0","ITAD","","https://www.alhes.co.uk/","","","","","Daniel Ainsworth","1"
"338","Ace IT Relocation Ltd","Warm lead","0","0","ITAD","SLM","https://aceitrelocation.co.uk/","","Dormansland","Surrey","England","Daniel Ainsworth","1"
"339","Air IT","Prospect","0","0","IT Service Provider","","https://www.airit.co.uk/","","","","","Daniel Ainsworth","1"
"340","Asset Disposal Services Limited","Incorrect Profile","0","0","ITAD","","https://assetdisposalservices.co.uk/","","","","","Daniel Ainsworth","2"
"342","Axians","Prospect","0","0","IT Service Provider","","https://www.axians.com/","","","","","Daniel Ainsworth","0"
"343","Byteback","Hot lead","1","1","ITAD","","https://www.byteback.it/","","","","","Daniel Ainsworth","1"
"344","CFU Ltd","No Requirement","0","0","ITAD","","https://www.cfultd.com/","","","","","Daniel Ainsworth","1"
"345","Cloud Business","Hot lead","0","0","IT Service Provider","","https://cloudbusiness.com/","","","","","Daniel Ainsworth","1"
"346","Unisys","Hot lead","0","0","","","","","","","","Daniel Ainsworth","1"
"347","Recomm","Prospect","0","2","ITAD","","http://www.recomm.co.uk","","Recommerce Ltd., 1st Floor, Atlantic House Gomm Road, High Wycombe Bucks HP13 7DJ","Buckinghamshire","England","Daniel Ainsworth","2"
"348","The ICT Service","Prospect","0","1","ITAD","SLM","https://theictservice.org.uk","","Cambridgeshire","Cambridgeshire","England","Daniel Ainsworth","1"
"349","Recycle-IT","Prospect","0","0","","SLM","","","","","","Daniel Ainsworth","1"
"350","New Life Technology Ltd","Prospect","0","0","","SLM","","","","","","Daniel Ainsworth","1"
"351","Computersitit.ltd","Prospect","0","0","","SLM","","","","","","Daniel Ainsworth","1"
"353","Biffa Waste","Prospect","0","0","","","","","","","","Daniel Ainsworth","1"
"354","UK Phone Clinic","Hot lead","0","0","","","","","","","","Daniel Ainsworth","1"
"355","Police Ombudsman for Northern Ireland","Customer","0","0","","","","","","","","Daniel Ainsworth","2"
"356","Escalus Software Systems Ltd","Hot lead","0","0","","","","","","","","Daniel Ainsworth","1"
"357","Sunspeed IT","Customer","1","0","","","","","","","","Daniel Ainsworth","2"
"358","Computer Reclamation","Hot lead","0","0","","","","","","","","Daniel Ainsworth","1"
"359","Weinsuretec","Hot lead","1","1","","","","","","","","Daniel Ainsworth","1"
"360","Kanj Technologies","Hot lead","0","0","","","","","","","","Daniel Ainsworth","1"
"361","Solatek Ltd","Prospect","0","1","","","","","","","","Daniel Ainsworth","1"
"362","Royal Mint","Prospect","0","0","","","","","","","","Daniel Ainsworth","1"
"363","Tameside Community Computers","Customer","0","0","","","","","","","","Daniel Ainsworth","1"
"364","Majestic Corp","Prospect","0","0","","","","","","","","Daniel Ainsworth","1"
"365","Stone First","Warm lead","0","1","","","","","","","","Daniel Ainsworth","1"
"366","MiTrade","Hot lead","1","1","","","","","","","","Daniel Ainsworth","2"
"367","Access Office Services","Hot lead","0","0","","","","","","","","Daniel Ainsworth","1"
"368","SBE UK","Hot lead","0","0","","","","","","","","Daniel Ainsworth","1"
"369","MKT Computers","Prospect","0","0","","","","","","","","Daniel Ainsworth","1"
"370","Trenmead Ltd","Prospect","0","0","","","","","","","","Daniel Ainsworth","1"
"371","National IT Disposal","Customer","0","0","","","","","","","","Daniel Ainsworth","2"
"372","Absolute ITAD","Use another supplier","0","0","","","","","","","","Daniel Ainsworth","1"
"373","Agilitas","","0","0","","","","","","","","Daniel Ainsworth","0"
"374","DHL Supply Chain","Prospect","0","0","","","","","","","","Daniel Ainsworth","0"
"375","Device SA","Prospect","0","0","","","","","","","","Daniel Ainsworth","1"
"376","DHA Computers","Customer","0","0","","","","","","","","Daniel Ainsworth","1"
"377","Digicare Ltd","Prospect","0","0","","","","","","","","Daniel Ainsworth","0"
"378","Digoo IT distribution","","0","0","","","","","","","","Daniel Ainsworth","0"
"379","Drax Group","Prospect","0","0","","","","","","","","Daniel Ainsworth","0"
"381","Argos/Sainsburys C/O ServiceCare","Prospect","0","0","","","","","","","","Daniel Ainsworth","0"
"382","ARKK","","0","0","","","","","","","","Daniel Ainsworth","0"
"383","Ducore B.V.","Prospect","0","0","","","","","","","","Daniel Ainsworth","0"
"384","Duurzame Laptops","","0","0","","","","","","","","Daniel Ainsworth","0"
"385","DV Nederland B.V.","Prospect","0","0","","","","","","","","Daniel Ainsworth","0"
"386","Austech Computers","Prospect","0","0","","","","","","","","Daniel Ainsworth","0"
"387","Egiss A/S","Prospect","0","0","ITAD","","http://www.egiss.net","","Delta 1, 8382 Hinnerup, Denmark","","","Daniel Ainsworth","5"
"388","DISKUS Polska","Prospect","0","0","","","","","","","","Daniel Ainsworth","0"
"389","Enviroserve","Prospect","0","0","","","","","","","","Daniel Ainsworth","1"
"390","EraseMyData (Now Tech-Takeback)","Prospect","0","0","","","","","","","","Daniel Ainsworth","0"
"391","Euro Data Solutions S.L.","Prospect","0","0","","","","","","","","Daniel Ainsworth","0"
"392","Cameo UK","","0","0","","","","","","","","Daniel Ainsworth","0"
"393","CANCOM","Prospect","0","0","","","","","","","","Daniel Ainsworth","0"
"394","Grant Thornton","","0","0","","","","","","","","Daniel Ainsworth","0"
"395","HCL Technologies","Prospect","0","0","","","","","","","","Daniel Ainsworth","0"
"397","Computer Hub UK.","","0","0","","","","","","","","Daniel Ainsworth","0"
"398","RE USE IT","Prospect","0","0","","","","","","","","Daniel Ainsworth","0"
"399","Recycle IT 4 U","Prospect","0","1","ITAD","","http://www.recycleit4u.co.uk","","Unit 1 Cedar Court, TF7 4PF Telford, Shropshire, United Kingdom","Telford and Wrekin","England","Daniel Ainsworth","1"
"400","WiseTek Solutions","Prospect","0","1","","","","","","","","Daniel Ainsworth","1"
"401","World Wide TechServices","Prospect","0","0","","","","","","","","Daniel Ainsworth","0"
"402","VIKAST IT & REMARKETING SRL","Prospect","0","0","","","","","","","","Daniel Ainsworth","0"
"403","TVS Supply Chain Services","","0","0","","","","","","","","Daniel Ainsworth","0"
"404","Laptop Power (Nw) Limited","Customer","0","1","","","https://www.greenbridge.co.uk/","","","","","Daniel Ainsworth","2"
"405","Inegro","Warm lead","0","1","","","","","","","","Daniel Ainsworth","1"
"406","CEWS (Corporate eWaste Solutions)","","0","0","","","","","30587 Huntwood Avenue, Hayward, CA, USA","Alameda County","California","Lasse Schriver Nielsen","1"
"407","Bridgetech Management Ltd","Customer","1","1","","","","","","","","Daniel Ainsworth","1"
"408","My Smartphone Care","","0","0","","","","","","","","Mike Andersen","1"
"409","MCGlobe","","0","0","","","","","","","","Lasse Schriver Nielsen","1"
"410","MacFinder","Prospect","0","0","","","","","","","","Daniel Ainsworth","1"
"411","CFM: Modern Investment Management","Prospect","0","0","","","","","","","","Daniel Ainsworth","0"
"412","Symec Technologies Limited","Prospect","0","0","","","","","","","","Daniel Ainsworth","0"
"414","PC Express Direct","Warm lead","0","1","","","","","","","","Daniel Ainsworth","1"
"415","LP Networks","Prospect","0","0","","","","","","","","Daniel Ainsworth","0"
"416","I T-Green","Dissolved","0","0","","","","","","","","Daniel Ainsworth","0"
"417","Phoenix Cellular","Prospect","0","0","","","","","","","","Daniel Ainsworth","2"
"418","Eden Repair","Warm lead","2","0","ITAD","","http://www.justaskeden.co.uk","","Station Road, Guiseley, LS20 8BX Leeds, England, United Kingdom","West Yorkshire","England","Daniel Ainsworth","3"
"419","Ynvolve","Warm lead","0","0","","","","","","","","Daniel Ainsworth","1"
"420","Renew IT","Hot lead","1","0","","","","","","","","Daniel Ainsworth","4"
"421","Lifecycle+","Warm lead","0","0","","","","","","","","Daniel Ainsworth","1"
"422","Alfanet","Warm lead","1","0","","","","","","","","Daniel Ainsworth","1"
"423","CHG Meridian","Warm lead","0","0","","","","","","","","Daniel Ainsworth","1"
"424","Greenbox","Warm lead","1","0","","","","","","","","Daniel Ainsworth","2"
"425","Inspire Technology","Warm lead","1","0","","","","","","","","Daniel Ainsworth","1"
"426","Motor City Computer","Warm lead","1","1","","","","","","","","Daniel Ainsworth","1"
"427","Ringrow Co Ltd","Warm lead","0","0","","","","","","","","Daniel Ainsworth","1"
"428","Tes-Amm","Warm lead","1","1","","","","","","","","Daniel Ainsworth","3"
"429","SERI","","0","0","","","","","","","","Daniel Ainsworth","1"
"430","Fourcom","","1","0","","","","","","","","Lasse Schriver Nielsen","2"
"431","ATEA Denmark","","1","0","","","","","","","","Lasse Schriver Nielsen","2"
"432","Revac","Customer","1","0","","","","","","","","Lasse Schriver Nielsen","1"
"433","Tier 1 Asset","","1","0","","","","","","","","Lasse Schriver Nielsen","1"
"434","STENA Recycling","","1","0","","","","","","","","Lasse Schriver Nielsen","1"
"435","ED Data","Fresh Data","1","0","Broker","","http://www.ed.dk","","Ved Skoven 15, 8541 Skødstrup, Denmark","","","Lasse Schriver Nielsen","4"
"436","Kuusakoski","Prospect","1","0","","","","","","","","Lasse Schriver Nielsen","1"
"437","Refurb","","1","0","","","","","","","","Lasse Schriver Nielsen","1"
"438","ATEA Sweden","Do Not Contact","1","0","IT Service Provider","","http://www.atealogistics.com","","Smedjegatan 12, Växjö, Sweden","","Kronobergs län","Lasse Schriver Nielsen","1"
"439","Kimbrer","","1","0","","","","","","","","Lasse Schriver Nielsen","1"
"440","Elgiganten","","1","0","","","","","","","","Lasse Schriver Nielsen","1"
"441","Elitecom/SpecialMinds","","1","0","","","","","","","","Lasse Schriver Nielsen","1"
"442","Inrego","Prospect","1","0","IT Service Provider","","http://www.inrego.se","","Kemistvägen 3, 183 79 Täby, Sweden","","Stockholms län","Lasse Schriver Nielsen","5"
"443","Procurri","Prospect","1","4","ITAD","","http://www.procurrieurope.com","","Unit 15, Bankside Trade Park, Love Lane, Cirencester, Gloucestershire GL7 1YG","Gloucestershire","England","Lasse Schriver Nielsen","5"
"444","3 Step IT","","1","0","","","","","","","","Lasse Schriver Nielsen","1"
"445","Ateliers Du Bocage","Warm lead","0","1","","","","","","","","Daniel Ainsworth","1"
"446","National Asset Disposals","Hot lead","1","1","","","","","","","","Daniel Ainsworth","1"
"447","Somerset Technology","","0","0","","","","","","","","Lasse Schriver Nielsen","1"
"448","Livingstone Technologies Limited","Prospect","0","0","","","","","","","","Daniel Ainsworth","0"
"449","Valutech","Prospect","0","0","","","","","","","","Daniel Ainsworth","0"
"450","Nomura Research Institute Europe Limited","Prospect","0","0","","","","","","","","Daniel Ainsworth","0"
"451","Jagex","Prospect","0","0","","","","","","","","Daniel Ainsworth","0"
"452","Midtech","Warm lead","1","1","","","","","","","","Daniel Ainsworth","2"
"453","ZOOC Ltd","Warm lead","0","1","","","","","","","","Daniel Ainsworth","1"
"454","Visarc Ltd","Prospect","0","0","","","","","","","","Daniel Ainsworth","1"
"455","Idevice Lab Ltd","Customer","0","0","","","","","","","","Daniel Ainsworth","1"
"456","Urban Network","Warm lead","1","0","","","","","","","","Daniel Ainsworth","1"
"457","Surfe","","0","0","","","","","52 rue chaussée d'antin, 75009 Paris, , France","Département de Paris","Île-de-France","Lasse Schriver Nielsen","1"
"458","Mobile Reborn Ltd","Warm lead","1","1","","","www.mobilereborn.co.uk","","","","","Daniel Ainsworth","3"
"459","Ecosystems Retail Limited","","0","1","","","https://www.ecosystems-group.co.uk/","","","","","Daniel Ainsworth","1"
"460","Risk Free (Uk) Limited","","0","0","","","www.riskfree.co.uk","","","","","Daniel Ainsworth","0"
"461","Ingram Micro","Prospect","0","0","","","","","","","","Daniel Ainsworth","1"
"462","Wisetek","Fresh Data","0","0","ITAD","","http://www.wisetek.net","","Kilbarry Business Park, T23 RX03 Cork, , Ireland","","County Cork","Lasse Schriver Nielsen","1"
"463","MP Recycling","Warm lead","0","1","","","https://mprecycling.co.uk/#services","","","","","Daniel Ainsworth","1"
"464","XSi","Fresh Data","0","0","ITAD","","https://xsnet.com/itad-in-emea/","","1005 Alderman Dr, 30005 Alpharetta, Georgia, United States","Fulton County","Georgia","Lasse Schriver Nielsen","1"
"465","BornGood","Prospect","0","2","ITAD","","https://www.borngood.co.uk/","","The Bridges Sunderland, SR1 3DR Sunderland, Tyne and Wear, United Kingdom","Tyne and Wear","England","Lasse Schriver Nielsen","3"
"466","Iron Mountain","Fresh Data","0","0","ITAD","","https://www.ironmountain.com/","","1 Federal Street, 02110 Boston, Massachusetts, United States","Suffolk County","Massachusetts","Lasse Schriver Nielsen","1"
"467","Tier 1 Networks","Dissolved","0","0","","","","","","","","Lasse Schriver Nielsen","1"
"468","Park Place Technologies","Fresh Data","0","0","Data Centre","","https://www.parkplacetechnologies.com/","","5910 Landerbrook Drive, 44124 Mayfield Heights, OH, United States","Cuyahoga County","Ohio","Lasse Schriver Nielsen","1"
"469","B2BT","Fresh Data","0","0","Broker","","https://b2bt.com.au/","","Brisbane, QLD, Australia","","Queensland","Lasse Schriver Nielsen","1"
"470","Sims","Prospect","0","0","ITAD","","https://www.simsltd.com/","","189 O'Riordan St, 2020 Mascot, New South Wales, Australia","Bayside Council","New South Wales","Lasse Schriver Nielsen","1"
